source	symbol	field	go_type	class	kizu_type	source_owner	cleanup	evidence
internal/types/type_params.go; internal/ast/ast.go	typeParamStore.enter / enterSignature / enter_ast_signature / restore / contains	current declaration parameters / previous selection / membership	map[string]bool / typeParamScope	Go keeps one selected GC Map and returns the previous Map for explicit restoration. Kizu owns every non-empty Map in one phase Arena and selects it with an optional copy Handle, so entering a nested generic neither moves an owner field nor captures outer names. enter_ast_signature copies only static parameters whose parser type is absent; all Ast and cached-signature entry points share install_frame for the empty-frame and ownership-transfer decision.	compiler::internal::types::TypeParamStore / std::arena::Arena<std::map::Map<[]u8, bool>> / ?std::arena::Handle<std::map::Map<[]u8, bool>>	typeParamStore for Kizu frame Maps / caller Ast or FunctionSignatureType for input names	errdefer releases an unretained Map on insertion failure; install_frame explicitly releases an empty Map or moves a non-empty one into the Arena; store deinit releases every retained frame; returned handles and Go Maps need no caller cleanup	internal/types/type_params.go; internal/types/checker.go typeParams call sites; compiler/src/internal/types/type_params.kizu; internal/types/type_params_test.go; compiler/src/internal/types/type_params_test.kizu; compiler/src/internal/types/type_collection_test.kizu
internal/types/metadata.go	isTypeName / isUserDeclaredType / isPublicType	registry name / retained record / visibility result	string / GC map pointers / bool	Registry policy belongs to checkerMetadata in Go and CheckerMetadata in Kizu. Kizu name Maps return copy handles into owner Arrays; only a struct visibility lookup follows its copy Declaration handle into the caller Ast. No record or text owner crosses a query.	&compiler::internal::ast::Ast / &compiler::internal::types::CheckerMetadata / []u8 / bool	CheckerMetadata for Maps and record Arrays / caller Ast for struct declarations	borrowed name bytes, Map values, handles, record borrows, and bool results need no cleanup; Array borrows end inside their capture before another registry is read	internal/types/metadata.go:62-96; compiler/src/internal/types/metadata.kizu:86-136; internal/types/metadata_test.go; compiler/src/internal/types/metadata_test.kizu
internal/types/checker.go; internal/types/meta.go	Checker type-resolution fields	canonical types / declaration metadata / selected type parameters / substitutions / live meta captures / retained deinit owners	typeTable / checkerMetadata / typeParamStore / map[string]Type / map[string]metaField / map[string]bool	Kizu starts the actual Checker owner with the fields ported so far instead of exposing resolver leaves through a separate service. Type, declaration, scope, MetaField, and owner-map handles remain copy identities into their one phase owner; the owner Map itself lives in an Arena so collection can move it in once without replacing a live owner field.	compiler::internal::types::Checker containing TypeTable / CheckerMetadata / TypeParamStore / std::map::Map<[]u8, Type> / std::arena::Arena<MetaField> / std::map::Map<[]u8, MetaFieldHandle> / std::arena::Arena<std::map::Map<[]u8, bool>>	Checker for every registry, copied Map key, MetaField name String, and retained owner Map / caller Ast for declaration handles	derived Checker deinit recursively releases all field owners, including every retained owner Map; Type, declaration, scope, MetaField, and Arena handles need no cleanup	internal/types/checker.go:51-94; internal/types/meta.go metaField; compiler/src/internal/types/type_resolution.kizu:65-147
internal/types/type_resolution.go; internal/types/checker.go; internal/types/meta.go	resolveType / resolveTypeNode / resolveMetaType and resolver leaves	compiler or parser type graph / substitutions / semantic result / diagnostic adapter	string or typ.Type / (Type, typeResolutionIssue) / error	Both implementations traverse one Checker-owned type graph and return a canonical Type or one closed copy issue; the Kizu parser-node entry can retain only `tree.types`, so an unrelated table owner cannot cross the boundary. Source semantic failures stay in the copy issue. Kizu `!` retains allocation failure plus malformed compiler-minted type text, an internal invariant failure that Go's bool lookup folds into unknown-type; source type syntax arrives through the parsed-node entry. No owned diagnostic crosses a private resolver boundary. The declaration pass now owns one actual Kizu adapter; later Checker call sites will reuse the same closed issue mapping as their enclosing work units arrive.	&var compiler::internal::types::Checker / &compiler::internal::ast::Ast / ?compiler::internal::typ::Type / !compiler::internal::types::TypeResolution	Checker TypeTable for canonical Type handles and parsed graphs / Checker metadata and capture arena for lookup targets / caller Ast and its TypeTable for parser-owned types and declaration handles	TypeResolution and every issue payload are copy values with no cleanup; temporary path Strings and meta argument Arrays use defer or errdefer; Checker deinit releases retained graphs and captures; collect_types_and_methods owns its returned Diagnostic	internal/types/type_resolution.go; internal/types/checker.go:904-921,3698-3709; internal/types/meta.go:157-169,229-237; compiler/src/internal/types/type_resolution.kizu; compiler/src/internal/types/type_collection.kizu; internal/types/type_resolution_test.go; compiler/src/internal/types/type_resolution_test.kizu; compiler/src/internal/types/type_collection_test.kizu
internal/types/comptime.go; internal/types/meta.go; internal/types/checker.go	evalComptime and evaluator-only helpers / metaPredicate / instantiateTypeArgText / qualifiedName	expression graph / scalar or type result / first semantic Diagnostic / static-argument and message scratch	ast.Expression / comptimeValue / error / []string / string	The evaluator remains one private Checker work unit: it does not export leaf decisions or translate a separate ComptimeIssue API. Kizu writes one copy-only ComptimeValue union to caller storage and constructs a Diagnostic exactly where evaluation first fails; recursive calls move that same Diagnostic outward. Scalar text is an Ast Text handle, type values are TypeTable handles, qualified-name rendering reuses the Ast renderer, and generic substitution reuses TypeTable structural substitution rather than scanning identifiers a second time.	&var compiler::internal::types::Checker / &compiler::internal::ast::Ast / &var compiler::internal::types::ComptimeValue / !?compiler::internal::diagnostic::Diagnostic	caller Ast for expression, list, and Text handles / Checker for TypeTable, metadata, captures, and owner map / caller for returned Diagnostic	ComptimeValue and all handles need no cleanup; qualified names, split static arguments, and dynamic message Strings use defer or errdefer; a successful substitution String is deinitialized after predicate evaluation; returned Diagnostic moves once to the caller and Checker.deinit releases retained phase state	internal/types/comptime.go:11-16,62-262; internal/types/meta.go:128-168,491-541; internal/types/checker.go:846-858,864-866,6520-6522,6612-6628; internal/types/type.go:324-327; internal/types/type_resolution.go:58-63; compiler/src/internal/types/comptime_eval.kizu; compiler/src/internal/types/comptime_eval_test.kizu; tests/behavior/src/comptime_for/comptime_for_test.kizu
internal/llvm/emit.go	emitter	module	*ir.Module	borrowed module read by every writer; Kizu takes it mutably at `emit` only to intern the `void` name of the cleanup instructions it builds	&ir::Module (each method) / &var ir::Module (emit)	caller (lowerer)	none	internal/llvm/emit.go:16-48; compiler/src/internal/llvm/llvm.kizu:emit
internal/llvm/emit.go	emitter	types	*typ.Table	owned parse cache for the type spellings the emitter inspects	compiler::internal::typ::Table	Emitter	Table.deinit via Emitter deinit	internal/llvm/emit.go:16-48; compiler/src/internal/llvm/types.kizu:error_union_parts
internal/llvm/emit.go	emitter	out / entryParamLoads	bytes.Buffer / []string	owned output text; the entry loads are one buffer of lines written in order	std::string::String	Emitter	String.deinit via Emitter deinit	internal/llvm/emit.go:33-48; compiler/src/internal/llvm/llvm.kizu:Emitter
internal/llvm/emit.go	emitter	strings / values / blockExitLabel / functionNames+functionParams	map[string]string / map[string]valueInfo / map[string]string / map[string]bool + map[string][]ir.Param	owned lookups keyed by the bytes of a literal, SSA name, block name or function name; values are copy handles (emitter Name, module Name, ir::Function). Go rebuilds values and blockExitLabel per function; Kizu stamps each entry with the function's generation number	std::map::Map<[]u8, ir::Name> / Map<[]u8, ValueInfo> / Map<[]u8, ExitLabel> / Map<[]u8, ir::Function>	Emitter	Map.deinit via Emitter deinit	internal/llvm/emit.go:33-53; compiler/src/internal/llvm/llvm.kizu:Emitter, operand, set_value
internal/llvm/emit.go	emitter	operand / label / LLVM type strings (valueInfo.typ, valueInfo.operand, helper labels, llvmType results)	string	texts the emitter spells itself, shared freely by Go GC strings; Kizu interns each once in the emitter-owned NameTable and hands on the copy handle Name	compiler::internal::ir::Name in Emitter.names (compiler::internal::ir::NameTable)	Emitter	NameTable.deinit via Emitter deinit	internal/llvm/emit.go:50-53; compiler/src/internal/llvm/llvm.kizu:own, local_name, suffixed; types.kizu:llvm_type
internal/llvm/emit.go	emitter	currentReturn / currentBlock	string	the function's declared return type and the block being written, both spellings the module already names	compiler::internal::ir::Name in module.names	module	none	internal/llvm/emit.go:41-44; compiler/src/internal/llvm/llvm.kizu:write_function, write_block
internal/llvm/emit.go	errorUnionParts / errorUnionSuccessType	return	string, string	rendered type spellings Go returns as new strings; Kizu returns owned Strings the caller releases	compiler::internal::llvm::ErrorUnionParts { err: std::string::String, success: std::string::String } / ?std::string::String	caller	String.deinit (defer at the use)	internal/llvm/types.go:errorUnionParts; compiler/src/internal/llvm/types.kizu:error_union_parts
internal/llvm/emit.go	panicEntries / failureErrors	map literal	map[string]panicEntry / map[string]struct{set, member string}	named constant sets	PanicKey / FailureKey enum + spelling, parse and entry functions	-	none	internal/llvm/emit.go:141-192; compiler/src/internal/llvm/llvm.kizu:PanicKey, FailureKey
internal/llvm/layout.go	typeLayoutVisiting	seen	[]string (grown per call)	the named aggregates on the recursion path; Kizu pushes before and pops after each aggregate	&var std::array::Array<std::string::String>	type_layout (caller)	Array.deinit	internal/llvm/layout.go:typeLayoutVisiting; compiler/src/internal/llvm/layout.kizu:struct_layout, union_payload_storage
internal/llvm/verify.go	verifyEmittedText	types / defs / uses	map[string]bool / map[string]bool / []string	owned scan sets keyed by token bytes; defs carries the function ordinal instead of being replaced per function	std::map::Map<[]u8, bool> / Map<[]u8, i64> / std::array::Array<std::string::String>	verify_emitted_text	Map.deinit / Array.deinit	internal/llvm/verify.go:verifyEmittedText; compiler/src/internal/llvm/verify.kizu
